"title","year","metacritic_score","metacritic_rank","oscars_nom","oscars_win","min_oscar_nom_rank","oscar_win_rank","tie_rank"
"Anchor and Hope",2018,67,260,0,0,489,223,7
"Juliet, Naked",2018,67,261,0,0,489,223,8
"After Everything",2018,67,262,0,0,489,223,9
"Chappaquiddick",2018,67,263,0,0,489,223,10
"Scotty and the Secret History of Hollywood",2018,67,264,0,0,489,223,11
"Upgrade",2018,67,265,0,0,489,223,12
"Don't Worry, He Won't Get Far on Foot",2018,67,266,0,0,489,223,13
"The Gospel According to André",2018,67,267,0,0,489,223,14
"Nancy",2018,67,268,0,0,489,223,15
"The Final Year",2018,67,269,0,0,489,223,16
"The Workers Cup",2018,67,270,0,0,489,223,17
"A Simple Favor",2018,67,271,0,0,489,223,18
"What Keeps You Alive",2018,66,272,0,0,489,223,1
"Creed II",2018,66,273,0,0,489,223,2
"Clara's Ghost",2018,66,274,0,0,489,223,3
"Ben Is Back",2018,66,275,0,0,489,223,4
"Bumblebee",2018,66,276,0,0,489,223,5
"Game Night",2018,66,277,0,0,489,223,6
"The Judge",2018,66,278,0,0,489,223,7
"306 Hollywood",2018,66,279,0,0,489,223,8
"The Road Movie",2018,66,280,0,0,489,223,9
"Mid90s",2018,66,281,0,0,489,223,10
"Bad Reputation",2018,66,282,0,0,489,223,11
"Lowlife",2018,66,283,0,0,489,223,12
"The Public Image Is Rotten",2018,66,284,0,0,489,223,13
"Deadpool 2",2018,66,285,0,0,489,223,14
"Puzzle",2018,66,286,0,0,489,223,15
"Mary Poppins Returns",2018,66,287,0,0,489,223,16
"6 Balloons",2018,66,288,0,0,489,223,17
"Ismael's Ghosts",2018,65,289,0,0,489,223,1
"The Night Is Short, Walk On Girl",2018,65,290,0,0,489,223,2
"Beauty and the Dogs",2018,65,291,0,0,489,223,3
"Hearts Beat Loud",2018,65,292,0,0,489,223,4
"A Skin So Soft",2018,65,293,0,0,489,223,5
"The Polka King",2018,65,294,0,0,489,223,6
"The Guernsey Literary and Potato Peel Pie Society",2018,65,295,0,0,489,223,7
"Rodents of Unusual Size",2018,65,296,0,0,489,223,8
"Come Sunday",2018,65,297,0,0,489,223,9
"Cargo",2018,65,298,0,0,489,223,10
"Black '47",2018,65,299,0,0,489,223,11
"Don't Leave Home",2018,65,300,0,0,489,223,12
"To All the Boys I've Loved Before",2018,64,301,0,0,489,223,1
"The Apparition",2018,64,302,0,0,489,223,2
"Westwood: Punk, Icon, Activist",2018,64,303,0,0,489,223,3
"Suspiria",2018,64,304,0,0,489,223,4
"Before We Vanish",2018,64,305,0,0,489,223,5
"Pick of the Litter",2018,64,306,0,0,489,223,6
"The Happy Prince",2018,64,307,0,0,489,223,7
"Ready Player One",2018,64,308,0,0,489,223,8
"Becks",2018,64,309,0,0,489,223,9
"Never-Ending Man: Hayao Miyazaki",2018,64,310,0,0,489,223,10
"The Long Dumb Road",2018,64,311,0,0,489,223,11
"Anna and the Apocalypse",2018,63,312,0,0,489,223,1
"Hold the Dark",2018,63,313,0,0,489,223,2
"Pope Francis - A Man of His Word",2018,63,314,0,0,489,223,3
"Path of Blood",2018,63,315,0,0,489,223,4
"Winter Brothers",2018,63,316,0,0,489,223,5
"Hannah",2018,63,317,0,0,489,223,6
"Damsel",2018,63,318,0,0,489,223,7
"Borg vs. McEnroe",2018,63,319,0,0,489,223,8
"Unsane",2018,63,320,0,0,489,223,9
"Midnighters",2018,63,321,0,0,489,223,10
"Love, Cecil",2018,63,322,0,0,489,223,11
"The Last Suit",2018,63,323,0,0,489,223,12
"Alpha",2018,63,324,0,0,489,223,13
"Chef Flynn",2018,63,325,0,0,489,223,14
"The Young Karl Marx",2018,62,326,0,0,489,223,1
"Solo: A Star Wars Story",2018,62,327,0,0,489,223,2
"American Folk",2018,62,328,0,0,489,223,3
"Set It Up",2018,62,329,0,0,489,223,4
"Beautiful Boy",2018,62,330,0,0,489,223,5
"Sadie",2018,62,331,0,0,489,223,6
"That Summer",2018,62,332,0,0,489,223,7
"The Children Act",2018,62,333,0,0,489,223,8
"Do You Trust this Computer?",2018,62,334,0,0,489,223,9
"Permission",2018,62,335,0,0,489,223,10
"The Bookshop",2018,62,336,0,0,489,223,11
"Alex Strangelove",2018,62,337,0,0,489,223,12
"Let the Corpses Tan",2018,62,338,0,0,489,223,13
"Jonathan",2018,62,339,0,0,489,223,14
"Lu Over the Wall",2018,62,340,0,0,489,223,15
"Ideal Home",2018,62,341,0,0,489,223,16
"Destroyer",2018,62,342,0,0,489,223,17
"On Chesil Beach",2018,62,343,0,0,489,223,18
"Never Goin' Back",2018,62,344,0,0,489,223,19
"Apostle",2018,62,345,0,0,489,223,20
"The Year of Spectacular Men",2018,61,346,0,0,489,223,1
"This Is Our Land",2018,61,347,0,0,489,223,2
"Braven",2018,61,348,0,0,489,223,3
"Vice",2018,61,349,1,0,489,223,4
"Ocean's 8",2018,61,350,0,0,489,223,5
"El Angel",2018,61,351,0,0,489,223,6
"Caniba",2018,61,352,0,0,489,223,7
"The Front Runner",2018,61,353,0,0,489,223,8
"Slice",2018,61,354,0,0,489,223,9
"The Quest of Alain Ducasse",2018,61,355,0,0,489,223,10
"Sicario: Day of the Soldado",2018,61,356,0,0,489,223,11
"Like Me",2018,60,357,0,0,489,223,1
"Quincy",2018,60,358,0,0,489,223,2
"Mary Queen of Scots",2018,60,359,0,0,489,223,3
"Overlord",2018,60,360,0,0,489,223,4
"A Kid Like Jake",2018,60,361,0,0,489,223,5
"The Mercy",2018,60,362,0,0,489,223,6
"Sierra Burgess Is a Loser",2018,60,363,0,0,489,223,7
"Christopher Robin",2018,60,364,0,0,489,223,8
"The American Meme",2018,60,365,0,0,489,223,9
"Bad Times at the El Royale",2018,60,366,0,0,489,223,10
"Jeannette: The Childhood of Joan of Arc",2018,60,367,0,0,489,223,11
"Anything",2018,60,368,0,0,489,223,12
"Mrs. Hyde",2018,60,369,0,0,489,223,13
"Smallfoot",2018,60,370,0,0,489,223,14
"Mamma Mia! Here We Go Again",2018,60,371,0,0,489,223,15
"White Boy Rick",2018,59,372,0,0,489,223,1
"The Clovehitch Killer",2018,59,373,0,0,489,223,2
"Outlaw King",2018,59,374,0,0,489,223,3
"All Is True",2018,59,375,0,0,489,223,4
"Mom and Dad",2018,59,376,0,0,489,223,5
"The Boy Downstairs",2018,59,377,0,0,489,223,6
"The Rachel Divide",2018,59,378,0,0,489,223,7
"Lizzie",2018,59,379,0,0,489,223,8
"On the Basis of Sex",2018,59,380,0,0,489,223,9
"In Darkness",2018,59,381,0,0,489,223,10
"The Banishment",2018,59,382,0,0,489,223,11
"Back to Burgundy",2018,58,383,0,0,489,223,1
"Beuys",2018,58,384,0,0,489,223,2
"Wildling",2018,58,385,0,0,489,223,3
"Operation Finale",2018,58,386,0,0,489,223,4
"The Swan",2018,58,387,0,0,489,223,5
"Duck Butter",2018,58,388,0,0,489,223,6
"The House of Tomorrow",2018,58,389,0,0,489,223,7
"The Oath",2018,58,390,0,0,489,223,8
"Sgt. Stubby: An American Hero",2018,58,391,0,0,489,223,9
"Ramen Heads",2018,58,392,0,0,489,223,10
"The Seagull",2018,58,393,0,0,489,223,11
"Hotel Artemis",2018,58,394,0,0,489,223,12
"The Mule",2018,58,395,0,0,489,223,13
"Summer of 84",2018,57,396,0,0,489,223,1
"The Cured",2018,57,397,0,0,489,223,2
"Kodachrome",2018,57,398,0,0,489,223,3
"Uncle Drew",2018,57,399,0,0,489,223,4
"Bernard and Huey",2018,57,400,0,0,489,223,5
"Instant Family",2018,57,401,0,0,489,223,6
"The House with a Clock in Its Walls",2018,57,402,0,0,489,223,7
"Viper Club",2018,57,403,0,0,489,223,8
"Memoir of War",2018,57,404,0,0,489,223,9
"The Ritual",2018,57,405,0,0,489,223,10
"Galveston",2018,57,406,0,0,489,223,11
"The Strange Ones",2018,57,407,0,0,489,223,12
"The Commuter",2018,56,408,0,0,489,223,1
"Weightless",2018,56,409,0,0,489,223,2
"Adrift",2018,56,410,0,0,489,223,3
"Down a Dark Hall",2018,56,411,0,0,489,223,4
"Tag",2018,56,412,0,0,489,223,5
"Us and Them",2018,56,413,0,0,489,223,6
"West of the Jordan River",2018,56,414,0,0,489,223,7
"Ibiza",2018,56,415,0,0,489,223,8
"Assassination Nation",2018,56,416,0,0,489,223,9
"The Misandrists",2018,56,417,0,0,489,223,10
"The Yellow Birds",2018,56,418,0,0,489,223,11
"A Bag of Marbles",2018,55,419,0,0,489,223,1
"Aquaman",2018,55,420,0,0,489,223,2
"Little Pink House",2018,55,421,0,0,489,223,3
"A Futile and Stupid Gesture",2018,55,422,0,0,489,223,4
"Godard Mon Amour",2018,55,423,0,0,489,223,5
"The New Romantic",2018,55,424,0,0,489,223,6
"Freak Show",2018,54,425,0,0,489,223,1
"Gauguin: Voyage to Tahiti",2018,54,426,0,0,489,223,2
"12 Strong",2018,54,427,0,0,489,223,3
"The First Purge",2018,54,428,0,0,489,223,4
"Entanglement",2018,54,429,0,0,489,223,5
"An Evening with Beverly Luff Linn",2018,54,430,0,0,489,223,6
"Elizabeth Harvest",2018,54,431,0,0,489,223,7
"Anon",2018,54,432,0,0,489,223,8
"Allure",2018,54,433,0,0,489,223,9
"Blame",2018,54,434,0,0,489,223,10
"Hotel Transylvania 3: Summer Vacation",2018,54,435,0,0,489,223,11
"A Wrinkle in Time",2018,53,436,0,0,489,223,1
"Book Club",2018,53,437,0,0,489,223,2
"Dumplin'",2018,53,438,0,0,489,223,3
"My Art",2018,53,439,0,0,489,223,4
"Once Upon a Deadpool",2018,53,440,0,0,489,223,5
"Generation Wealth",2018,53,441,0,0,489,223,6
"Unfriended: Dark Web",2018,53,442,0,0,489,223,7
"Benji",2018,53,443,0,0,489,223,8
"Humor Me",2018,53,444,0,0,489,223,9
"Goosebumps 2: Haunted Halloween",2018,53,445,0,0,489,223,10
"Final Score",2018,53,446,0,0,489,223,11
"Finding Your Feet",2018,53,447,0,0,489,223,12
"Red Sparrow",2018,53,448,0,0,489,223,13
"Measure of a Man",2018,53,449,0,0,489,223,14
"Submission",2018,52,450,0,0,489,223,1
"Fantastic Beasts: The Crimes of Grindelwald",2018,52,451,0,0,489,223,2
"American Chaos",2018,52,452,0,0,489,223,3
"Like Father",2018,52,453,0,0,489,223,4
"Puppet Master: The Littlest Reich",2018,52,454,0,0,489,223,5
"The Lodgers",2018,52,455,0,0,489,223,6
"SuperFly",2018,52,456,0,0,489,223,7
"An Ordinary Man",2018,52,457,0,0,489,223,8
"The Christmas Chronicles",2018,52,458,0,0,489,223,9
"The Spy Who Dumped Me",2018,52,459,0,0,489,223,10
"Every Day",2018,52,460,0,0,489,223,11
"Paul, Apostle of Christ",2018,52,461,0,0,489,223,12
"Woman Walks Ahead",2018,51,462,0,0,489,223,1
"Jurassic World: Fallen Kingdom",2018,51,463,0,0,489,223,2
"Bird Box",2018,51,464,0,0,489,223,3
"Skyscraper",2018,51,465,0,0,489,223,4
"In a Relationship",2018,51,466,0,0,489,223,5
"The Song of Sway Lake",2018,51,467,0,0,489,223,6
"The Grinch",2018,51,468,0,0,489,223,7
"Peter Rabbit",2018,51,469,0,0,489,223,8
"Izzy Gets the F*ck Across Town",2018,51,470,0,0,489,223,9
"I Think We're Alone Now",2018,51,471,0,0,489,223,10
"Mowgli: Legend of the Jungle",2018,51,472,0,0,489,223,11
"Papillon",2018,51,473,0,0,489,223,12
"Maze Runner: The Death Cure",2018,50,474,0,0,489,223,1
"A Whale of a Tale",2018,50,475,0,0,489,223,2
"Bel Canto",2018,50,476,0,0,489,223,3
"The Equalizer 2",2018,50,477,0,0,489,223,4
"How to Talk to Girls at Parties",2018,50,478,0,0,489,223,5
"Racer and the Jailbird",2018,50,479,0,0,489,223,6
"The Night Eats the World",2018,50,480,0,0,489,223,7
"Boundaries",2018,50,481,0,0,489,223,8
"The Catcher Was a Spy",2018,49,482,0,0,489,223,1
"Half Magic",2018,49,483,0,0,489,223,2
"The Legacy of a Whitetail Deer Hunter",2018,49,484,0,0,489,223,3
"Always at The Carlyle",2018,49,485,0,0,489,223,4
"All I Wish",2018,49,486,0,0,489,223,5
"Please Stand By",2018,49,487,0,0,489,223,6
"Den of Thieves",2018,49,488,0,0,489,223,7
"Bohemian Rhapsody",2018,49,489,1,0,489,223,8
"Mary Shelley",2018,49,490,0,0,489,223,9
"Django",2018,49,491,0,0,489,223,10
"Mobile Homes",2018,49,492,0,0,489,223,11
"Insidious: The Last Key",2018,49,493,0,0,489,223,12
"They Remain",2018,49,494,0,0,489,223,13
"7 Days in Entebbe",2018,49,495,0,0,489,223,14
"Souvenir",2018,49,496,0,0,489,223,15
"The Predator",2018,48,497,0,0,489,223,1
"Backstabbing for Beginners",2018,48,498,0,0,489,223,2
"Tomb Raider",2018,48,499,0,0,489,223,3
"I Feel Pretty",2018,48,500,0,0,489,223,4
"Parasite",2019,96,1,1,1,345,1,1
"Portrait of a Lady on Fire",2019,95,2,0,0,345,1,1
"The Irishman",2019,94,3,1,0,345,1,1
"Marriage Story",2019,93,4,1,0,345,1,1
"Apocalypse Now: Final Cut",2019,92,5,0,0,345,1,1
"Little Women",2019,91,6,1,0,345,1,1
"The Souvenir",2019,91,7,0,0,345,1,2
"Uncut Gems",2019,90,8,0,0,345,1,1
"63 Up",2019,89,9,0,0,345,1,1
"For Sama",2019,89,10,0,0,345,1,2
"The Farewell",2019,89,11,0,0,345,1,3
"Long Day's Journey Into Night",2019,88,12,0,0,345,1,1
"Cunningham",2019,88,13,0,0,345,1,2
"Apollo 11",2019,88,14,0,0,345,1,3
"The Body Remembers When the World Broke Open",2019,87,15,0,0,345,1,1
"Pain and Glory",2019,87,16,0,0,345,1,2
"Genèse (Genesis)",2019,87,17,0,0,345,1,3
"Diane",2019,86,18,0,0,345,1,1
"An Elephant Sitting Still",2019,86,19,0,0,345,1,2
"Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese",2019,86,20,0,0,345,1,3
"One Cut of the Dead",2019,86,21,0,0,345,1,4
"Black Mother",2019,86,22,0,0,345,1,5
"The Wild Pear Tree",2019,86,23,0,0,345,1,6
"American Factory",2019,86,24,0,0,345,1,7
"Honeyland",2019,86,25,0,0,345,1,8
"Birds of Passage",2019,85,26,0,0,345,1,1
"Atlantics",2019,85,27,0,0,345,1,2
"Varda by Agnès",2019,85,28,0,0,345,1,3
"Ash Is Purest White",2019,85,29,0,0,345,1,4
"One Child Nation",2019,85,30,0,0,345,1,5
"The Ground Beneath My Feet",2019,85,31,0,0,345,1,6
"End of the Century",2019,84,32,0,0,345,1,1
"Booksmart",2019,84,33,0,0,345,1,2
"Synonyms",2019,84,34,0,0,345,1,3
"Toy Story 4",2019,84,35,0,0,345,1,4
"In My Room",2019,84,36,0,0,345,1,5
"The Last Black Man in San Francisco",2019,83,37,0,0,345,1,1
"Once Upon a Time ... in Hollywood",2019,83,38,1,0,345,1,2
"The Cave",2019,83,39,0,0,345,1,3
"The Lighthouse",2019,83,40,0,0,345,1,4
"Rosie",2019,83,41,0,0,345,1,5
"Roll Red Roll",2019,83,42,0,0,345,1,6
"Toni Morrison: The Pieces I Am",2019,82,43,0,0,345,1,1
"Carmine Street Guitars",2019,82,44,0,0,345,1,2
"Wrestle",2019,82,45,0,0,345,1,3
"Relaxer",2019,82,46,0,0,345,1,4
"Transit",2019,82,47,0,0,345,1,5
"Maiden",2019,82,48,0,0,345,1,6
"Knives Out",2019,82,49,0,0,345,1,7
"Angels Are Made of Light",2019,82,50,0,0,345,1,8
"Give Me Liberty",2019,82,51,0,0,345,1,9
"Midnight Family",2019,82,52,0,0,345,1,10
"Invisible Life",2019,81,53,0,0,345,1,1
"I Do Not Care If We Go Down in History as Barbarians",2019,81,54,0,0,345,1,2
"In Fabric",2019,81,55,0,0,345,1,3
"Us",2019,81,56,0,0,345,1,4
"Shadow",2019,81,57,0,0,345,1,5
"The Edge of Democracy",2019,81,58,0,0,345,1,6
"Chinese Portrait",2019,81,59,0,0,345,1,7
"Ray & Liz",2019,81,60,0,0,345,1,8
"Woman at War",2019,81,61,0,0,345,1,9
"Ford v Ferrari",2019,81,62,1,0,345,1,10
"The Chambermaid",2019,81,63,0,0,345,1,11
"The Proposal",2019,80,64,0,0,345,1,1
"Western Stars",2019,80,65,0,0,345,1,2
"Waves",2019,80,66,0,0,345,1,3
"Knock Down the House",2019,80,67,0,0,345,1,4
"I Lost My Body",2019,80,68,0,0,345,1,5
"Fiddler: A Miracle of Miracles",2019,80,69,0,0,345,1,6
"Making Waves: The Art of Cinematic Sound",2019,80,70,0,0,345,1,7
"Wild Rose",2019,80,71,0,0,345,1,8
"Ad Astra",2019,80,72,0,0,345,1,9
"Babylon",2019,80,73,0,0,345,1,10
"A Beautiful Day in the Neighborhood",2019,80,74,0,0,345,1,11
"Firecrackers",2019,80,75,0,0,345,1,12
"David Crosby: Remember My Name",2019,80,76,0,0,345,1,13
"Aquarela",2019,80,77,0,0,345,1,14
"Light From Light",2019,80,78,0,0,345,1,15
"Too Late to Die Young",2019,80,79,0,0,345,1,16
"All Is Well",2019,80,80,0,0,345,1,17
"Mickey and the Bear",2019,79,81,0,0,345,1,1
"Working Woman",2019,79,82,0,0,345,1,2
"Funan",2019,79,83,0,0,345,1,3
"Gloria Bell",2019,79,84,0,0,345,1,4
"Hotel by the River",2019,79,85,0,0,345,1,5
"Celebration",2019,79,86,0,0,345,1,6
"Midnight Traveler",2019,79,87,0,0,345,1,7
"Chained for Life",2019,79,88,0,0,345,1,8
"Hustlers",2019,79,89,0,0,345,1,9
"Styx",2019,78,90,0,0,345,1,1
"3 Faces",2019,78,91,0,0,345,1,2
"Holiday",2019,78,92,0,0,345,1,3
"Love, Antosha",2019,78,93,0,0,345,1,4
"Monos",2019,78,94,0,0,345,1,5
"High Flying Bird",2019,78,95,0,0,345,1,6
"Diego Maradona",2019,78,96,0,0,345,1,7
"Avengers: Endgame",2019,78,97,0,0,345,1,8
"A Hidden Life",2019,78,98,0,0,345,1,9
"Non-Fiction",2019,78,99,0,0,345,1,10
"1917",2019,78,100,1,0,345,1,11
"Clemency",2019,77,101,0,0,345,1,1
"Linda Ronstadt: The Sound of My Voice",2019,77,102,0,0,345,1,2
"Grass",2019,77,103,0,0,345,1,3
"Promare",2019,77,104,0,0,345,1,4
"The Heiresses",2019,77,105,0,0,345,1,5
"The Mustang",2019,77,106,0,0,345,1,6
"When Lambs Become Lions",2019,77,107,0,0,345,1,7
"La Flor",2019,77,108,0,0,345,1,8
"High Life",2019,77,109,0,0,345,1,9
"The Nightingale",2019,77,110,0,0,345,1,10
"Miles Davis: Birth of the Cool",2019,76,111,0,0,345,1,1
"Citizen K",2019,76,112,0,0,345,1,2
"Be Natural: The Untold Story of Alice Guy-Blaché",2019,76,113,0,0,345,1,3
"Dolemite Is My Name",2019,76,114,0,0,345,1,4
"First Love",2019,76,115,0,0,345,1,5
"The Breaker Upperers",2019,76,116,0,0,345,1,6
"Hail Satan?",2019,76,117,0,0,345,1,7
"Rojo",2019,76,118,0,0,345,1,8
"Temblores",2019,76,119,0,0,345,1,9
"The Image Book",2019,76,120,0,0,345,1,10
"The Kingmaker",2019,76,121,0,0,345,1,11
"Tigers Are Not Afraid",2019,76,122,0,0,345,1,12
"Sharkwater Extinction",2019,76,123,0,0,345,1,13
"Cold Case Hammarskjöld",2019,76,124,0,0,345,1,14
"By the Grace of God",2019,75,125,0,0,345,1,1
"The Load",2019,75,126,0,0,345,1,2
"Ruben Brandt, Collector",2019,75,127,0,0,345,1,3
"Sauvage / Wild",2019,75,128,0,0,345,1,4
"The Two Popes",2019,75,129,0,0,345,1,5
"Fyre",2019,75,130,0,0,345,1,6
"Buñuel in the Labyrinth of the Turtles",2019,75,131,0,0,345,1,7
"Satan & Adam",2019,75,132,0,0,345,1,8
"The Plagiarists",2019,75,133,0,0,345,1,9
"The Eyes of Orson Welles",2019,75,134,0,0,345,1,10
"Vision Portraits",2019,75,135,0,0,345,1,11
"Recorder: The Marion Stokes Project",2019,75,136,0,0,345,1,12
"Hala",2019,75,137,0,0,345,1,13
"Diamantino",2019,75,138,0,0,345,1,14
"Slut in a Good Way",2019,74,139,0,0,345,1,1
"Burning Cane",2019,74,140,0,0,345,1,2
"Jawline",2019,74,141,0,0,345,1,3
"Donbass",2019,74,142,0,0,345,1,4
"Daughter of Mine",2019,74,143,0,0,345,1,5
"See You Yesterday",2019,74,144,0,0,345,1,6
"Egg",2019,74,145,0,0,345,1,7
"Raise Hell: The Life & Times of Molly Ivins",2019,74,146,0,0,345,1,8
"Wild Nights with Emily",2019,74,147,0,0,345,1,9
"Little Woods",2019,74,148,0,0,345,1,10
"Jay Myself",2019,74,149,0,0,345,1,11
"Queen & Slim",2019,74,150,0,0,345,1,12
"The Lavender Scare",2019,73,151,0,0,345,1,1
"The Biggest Little Farm",2019,73,152,0,0,345,1,2
"John Wick: Chapter 3 - Parabellum",2019,73,153,0,0,345,1,3
"Sorry Angel",2019,73,154,0,0,345,1,4
"The Raft",2019,73,155,0,0,345,1,5
"Honey Boy",2019,73,156,0,0,345,1,6
"Girl",2019,73,157,0,0,345,1,7
"Mike Wallace Is Here",2019,73,158,0,0,345,1,8
"Share",2019,73,159,0,0,345,1,9
"Dark Waters",2019,73,160,0,0,345,1,10
"Meeting Gorbachev",2019,73,161,0,0,345,1,11
"Brittany Runs A Marathon",2019,72,162,0,0,345,1,1
"Sea of Shadows",2019,72,163,0,0,345,1,2
"Screwball",2019,72,164,0,0,345,1,3
"Luce",2019,72,165,0,0,345,1,4
"Suburban Birds",2019,72,166,0,0,345,1,5
"Master Z: Ip Man Legacy",2019,72,167,0,0,345,1,6
"El Camino: A Breaking Bad Movie",2019,72,168,0,0,345,1,7
"Midsommar",2019,72,169,0,0,345,1,8
"Arctic",2019,71,170,0,0,345,1,1
"Togo",2019,71,171,0,0,345,1,2
"Blue Note Records: Beyond the Notes",2019,71,172,0,0,345,1,3
"Everybody's Everything",2019,71,173,0,0,345,1,4
"Always in Season",2019,71,174,0,0,345,1,5
"What Is Democracy?",2019,71,175,0,0,345,1,6
"How to Train Your Dragon: The Hidden World",2019,71,176,0,0,345,1,7
"The Disappearance of My Mother",2019,71,177,0,0,345,1,8
"Ms. Purple",2019,71,178,0,0,345,1,9
"Sometimes Always Never",2019,71,179,0,0,345,1,10
"Blinded by the Light",2019,71,180,0,0,345,1,11
"The Third Wife",2019,71,181,0,0,345,1,12
"Pasolini",2019,71,182,0,0,345,1,13
"Dogman",2019,71,183,0,0,345,1,14
"The Brink",2019,71,184,0,0,345,1,15
"Shazam!",2019,71,185,0,0,345,1,16
"Where's My Roy Cohn?",2019,70,186,0,0,345,1,1
"Memory: The Origins of Alien",2019,70,187,0,0,345,1,2
"Late Night",2019,70,188,0,0,345,1,3
"Sword of Trust",2019,70,189,0,0,345,1,4
"Paddleton",2019,70,190,0,0,345,1,5
"Echo In the Canyon",2019,70,191,0,0,345,1,6
"Tel Aviv on Fire",2019,70,192,0,0,345,1,7
"Fantastic Fungi",2019,70,193,0,0,345,1,8
"The Day Shall Come",2019,70,194,0,0,345,1,9
"The Peanut Butter Falcon",2019,70,195,0,0,345,1,10
"Knife + Heart",2019,69,196,0,0,345,1,1
"Rocketman",2019,69,197,0,0,345,1,2
"Penguins",2019,69,198,0,0,345,1,3
"Her Smell",2019,69,199,0,0,345,1,4
"This Is Not Berlin",2019,69,200,0,0,345,1,5
"The Competition",2019,69,201,0,0,345,1,6
"The Changeover",2019,69,202,0,0,345,1,7
"Leto",2019,69,203,0,0,345,1,8
"The Reports on Sarah and Saleem",2019,69,204,0,0,345,1,9
"The Death of Dick Long",2019,69,205,0,0,345,1,10
"Spider-Man: Far from Home",2019,69,206,0,0,345,1,11
"Tell Me Who I Am",2019,69,207,0,0,345,1,12
"Depraved",2019,69,208,0,0,345,1,13
"Greener Grass",2019,69,209,0,0,345,1,14
"Marianne & Leonard: Words of Love",2019,69,210,0,0,345,1,15
"The Elephant Queen",2019,69,211,0,0,345,1,16
"What She Said: The Art of Pauline Kael",2019,68,212,0,0,345,1,1
"Fighting with My Family",2019,68,213,0,0,345,1,2
"Ask Dr. Ruth",2019,68,214,0,0,345,1,3
"What You Gonna Do When the World's on Fire?",2019,68,215,0,0,345,1,4
"Skid Row Marathon",2019,68,216,0,0,345,1,5
"Everybody Knows",2019,68,217,0,0,345,1,6
"Police Story 2 (1988)",2019,68,218,0,0,345,1,7
"A Vigilante",2019,68,219,0,0,345,1,8
"The Boy Who Harnessed the Wind",2019,68,220,0,0,345,1,9
"Richard Jewell",2019,68,221,0,0,345,1,10
"Missing Link",2019,68,222,0,0,345,1,11
"Just Mercy",2019,68,223,0,0,345,1,12
"Rafiki",2019,68,224,0,0,345,1,13
"Asako I & II",2019,68,225,0,0,345,1,14
"Feast of the Seven Fishes",2019,68,226,0,0,345,1,15
"Never Look Away",2019,68,227,0,0,345,1,16
"The Other Story",2019,68,228,0,0,345,1,17
"American Woman",2019,68,229,0,0,345,1,18
"Climax",2019,67,230,0,0,345,1,1
"Light of My Life",2019,67,231,0,0,345,1,2
"Framing John DeLorean",2019,67,232,0,0,345,1,3
"Woodstock: Three Days that Defined a Generation",2019,67,233,0,0,345,1,4
"A Faithful Man",2019,67,234,0,0,345,1,5
"The Great Hack",2019,67,235,0,0,345,1,6
"In the Aisles",2019,67,236,0,0,345,1,7
"Long Shot",2019,67,237,0,0,345,1,8
"Queen of Hearts",2019,67,238,0,0,345,1,9
"Storm Boy",2019,67,239,0,0,345,1,10
"The Spy Behind Home Plate",2019,67,240,0,0,345,1,11
"Giant Little Ones",2019,67,241,0,0,345,1,12
"The Wind",2019,66,242,0,0,345,1,1
"To Dust",2019,66,243,0,0,345,1,2
"Peterloo",2019,66,244,0,0,345,1,3
"The Sound of Silence",2019,66,245,0,0,345,1,4
"The Report",2019,66,246,0,0,345,1,5
"Judy",2019,66,247,0,0,345,1,6
"The Gospel of Eureka",2019,66,248,0,0,345,1,7
"The Kid Who Would Be King",2019,66,249,0,0,345,1,8
"Pavarotti",2019,66,250,0,0,345,1,9
"Mine 9",2019,66,251,0,0,345,1,10
"Harriet",2019,66,252,0,0,345,1,11
"Gay Chorus Deep South",2019,66,253,0,0,345,1,12
"I See You",2019,65,254,0,0,345,1,1
"The LEGO Movie 2: The Second Part",2019,65,255,0,0,345,1,2
"Sunset",2019,65,256,0,0,345,1,3
"Never Grow Old",2019,65,257,0,0,345,1,4
"The Art of Self-Defense",2019,65,258,0,0,345,1,5
"Klaus",2019,65,259,0,0,345,1,6
"The Gangster, the Cop, the Devil",2019,65,260,0,0,345,1,7
"Touch Me Not",2019,65,261,0,0,345,1,8
"Photograph",2019,65,262,0,0,345,1,9
"Fast Color",2019,64,263,0,0,345,1,1
